App_324800	324800	90	760.0	87.05	28213	87.05	28213	85.38	4378	0	mainstream_quality|exceptional_discount	Action	13 Oct, 2016	Shadow Warrior 2
App_431240	431240	90	1300.0	87.27	75693	87.27	75693	84.97	1757	0	mainstream_quality|exceptional_discount		19 May, 2020	Golf With Your Friends
App_1238860	1238860	90	1550.0	84.83	81898	84.83	81898	85.91	12818	0	mainstream_quality|exceptional_discount	Singleplayer|Action	11 Jun, 2020	Battlefield 4™
App_1238840	1238840	90	1550.0	86.5	227860	86.5	227860	87.36	15849	0	mainstream_quality|exceptional_discount	Singleplayer|Action	11 Jun, 2020	Battlefield™ 1
App_425220	425220	88	1004.0	79.77	5023	79.77	5023	86.12	526	0	mainstream_quality|exceptional_discount	Action|Singleplayer	1 Sep, 2016	One Piece Burning Blood
App_322110	322110	85	360.0	90.77	4583	90.77	4583	80.91	110	0	exceptional_discount|very_high_rating	Action	16 Aug, 2017	20XX
App_222420	222420	85	360.0	90.77	3131	90.77	3131	83.87	31	0	exceptional_discount|very_high_rating	Action	16 Dec, 2014	THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION
App_893680	893680	85	375.0	86.88	6218	86.88	6218	80.59	778	0	mainstream_quality|exceptional_discount	Action	6 Dec, 2018	Project Warlock
App_374040	374040	85	397.0	83.36	22372	83.36	22372	84.79	1473	0	mainstream_quality|exceptional_discount	Adventure|RPG	18 May, 2017	Portal Knights
App_405820	405820	85	397.0	92.67	4229	92.67	4229	81.06	132	0	exceptional_discount|very_high_rating	Action|Adventure	17 Dec, 2015	Turok
App_537800	537800	85	637.0	87.58	15539	87.58	15539	85.63	1072	0	mainstream_quality|exceptional_discount	Singleplayer	19 Oct, 2017	Bomber Crew
App_598700	598700	80	240.0	89.58	8683	89.58	8683	86.95	498	0	mainstream_quality|exceptional_discount	Action|RPG|Adventure	13 Jul, 2018	The Vagrant
App_3540	3540	80	399.0	96.66	3441	96.66	3441	94.29	35	0	exceptional_discount|very_high_rating	Singleplayer	15 Oct, 2008	Peggle™ Nights
App_530890	530890	80	480.0	84.39	6670	84.39	6670	86.52	816	0	mainstream_quality|exceptional_discount	Singleplayer	26 Sep, 2016	Haydee
App_250400	250400	80	530.0	82.67	17101	82.67	17101	86.13	4147	0	mainstream_quality|exceptional_discount	Action	29 Aug, 2014	How to Survive
App_793460	793460	80	999.0	88.69	7366	88.69	7366	86.86	761	0	mainstream_quality|exceptional_discount	Singleplayer	23 Apr, 2020	112 Operator
App_327030	327030	80	1500.0	85.14	14942	85.14	14942	86.13	1139	0	mainstream_quality|exceptional_discount	Action	23 Aug, 2016	Worms W.M.D
App_1556790	1556790	78	2615.0	83.02	17266	83.02	17266	75.1	1839	0	mainstream_quality|exceptional_discount		13 Sep, 2022	Isonzo
App_362930	362930	75	262.0	87.4	14151	87.4	14151	68.46	149	0	mainstream_quality|exceptional_discount		16 Oct, 2015	Garfield Kart
App_952040	952040	75	300.0	89.18	6804	89.18	6804	78.03	132	0	mainstream_quality|exceptional_discount	Singleplayer	4 Dec, 2018	MUSYNX
App_935880	935880	75	375.0	90.45	3237	90.45	3237	91.42	233	0	exceptional_discount|very_high_rating	Singleplayer	27 Feb, 2019	Glass Masquerade 2: Illusions
App_233470	233470	75	462.0	82.57	5978	82.57	5978	86.15	231	0	mainstream_quality|exceptional_discount	RPG|Adventure|Singleplayer	4 Apr, 2013	Evoland
App_1206610	1206610	75	554.0	83.86	7206	83.86	7206	82.57	218	0	mainstream_quality|exceptional_discount		2 Dec, 2021	Rubber Bandits
App_15120	15120	75	612.0	84.96	6112	84.96	6112	86.73	490	0	mainstream_quality|exceptional_discount	Action|Singleplayer	16 Apr, 2008	Tom Clancy's Rainbow Six® Vegas 2
App_1785150	1785150	75	725.0	82.73	14842	82.73	14842	77.22	1106	0	mainstream_quality|exceptional_discount	Action	30 May, 2023	Friends vs Friends
App_1522820	1522820	75	975.0	85.85	14923	85.85	14923	84.89	1185	0	mainstream_quality|exceptional_discount	Action	23 Jul, 2021	Orcs Must Die! 3
App_1158940	1158940	75	1025.0	86.06	10710	86.06	10710	76.95	1345	0	mainstream_quality|exceptional_discount		13 Nov, 2023	Blazing Sails
App_1000010	1000010	75	1250.0	85.26	5395	85.26	5395	81.75	137	0	mainstream_quality|exceptional_discount	RPG	16 Oct, 2020	Crown Trick
App_860890	860890	75	1300.0	90.6	4481	90.6	4481	86.81	144	0	exceptional_discount|very_high_rating		17 Nov, 2021	Factory Town
App_1196630	1196630	75	1300.0	90.35	4053	90.35	4053	89.19	148	0	exceptional_discount|very_high_rating	RPG|Singleplayer	28 Aug, 2020	Nexomon: Extinction
App_1590910	1590910	75	1430.0	83.79	6102	83.79	6102	77.4	624	0	mainstream_quality|exceptional_discount	Action	7 Apr, 2022	Forgive Me Father
App_1509510	1509510	75	1440.0	85.05	8098	85.05	8098	83.33	204	0	mainstream_quality|exceptional_discount		24 Oct, 2022	Settlement Survival
App_861650	861650	75	1500.0	83.16	15860	83.16	15860	84.32	593	0	mainstream_quality|exceptional_discount	Singleplayer|Action	22 Sep, 2022	Session: Skate Sim
App_1498570	1498570	75	1500.0	83.77	9264	83.77	9264	73.33	105	0	mainstream_quality|exceptional_discount	Action|Singleplayer	12 Dec, 2024	THE KING OF FIGHTERS XV
App_1138850	1138850	75	1675.0	95.12	4528	95.12	4528	94.38	427	0	exceptional_discount|very_high_rating	Adventure	7 Dec, 2021	Heavenly Bodies
App_788100	788100	75	1845.0	85.89	23622	85.89	23622	85.55	429	0	mainstream_quality|exceptional_discount	Singleplayer	14 Jul, 2020	Neon Abyss
App_2591280	2591280	75	2625.0	83.67	7011	83.67	7011	82.96	223	0	mainstream_quality|exceptional_discount		23 Jul, 2024	F1® Manager 2024
App_633230	633230	75	2999.0	83.62	56635	83.62	56635	82.68	7483	0	mainstream_quality|exceptional_discount	Action	29 Jun, 2023	NARUTO TO BORUTO: SHINOBI STRIKER
App_1286580	1286580	75	2999.0	82.04	6271	82.04	6271	78.67	150	0	mainstream_quality|exceptional_discount		22 Nov, 2022	Ship of Fools
App_686810	686810	75	3099.0	81.77	149827	81.77	149827	75.19	5627	0	mainstream_quality|exceptional_discount	Singleplayer	27 Jul, 2021	Hell Let Loose
App_242860	242860	75	3500.0	86.19	37706	86.19	37706	82.91	3792	0	mainstream_quality|exceptional_discount	Action	28 Apr, 2015	Verdun
App_1372280	1372280	70	1800.0	88.66	10621	88.66	10621	86.7	451	0	mainstream_quality|high_confidence_adjacent		29 Sep, 2021	MELTY BLOOD: TYPE LUMINA
App_1244460	1244460	70	2505.0	90.35	47120	90.35	47120	91.05	1766	0	mainstream_quality|very_high_rating	Singleplayer	9 Nov, 2021	Jurassic World Evolution 2
App_824600	824600	66	1768.0	96.49	6516	96.49	6516	94.03	335	0	mainstream_quality|very_high_rating	Action	16 May, 2023	HROT
App_1927720	1927720	65	770.0	98.1	8879	98.1	8879	98.42	316	0	mainstream_quality|very_high_rating	Adventure|Singleplayer|Exploration	12 Jul, 2022	Monument Valley
App_2073250	2073250	65	1820.0	94.12	6256	94.12	6256	90.98	621	0	mainstream_quality|very_high_rating	Action	5 Feb, 2025	Rift of the NecroDancer
App_1949190	1949190	60	356.0	85.74	5366	85.74	5366	91.46	1031	0	mainstream_quality|very_high_rating		13 Jul, 2022	Necrosmith
App_1007040	1007040	59	2911.0	94.18	11541	94.18	11541	90.82	305	0	mainstream_quality|very_high_rating	Action	11 Jul, 2019	EARTH DEFENSE FORCE 5
App_1149620	1149620	55	2130.0	87.99	27475	87.99	27475	89.05	2950	0	mainstream_quality|high_confidence_adjacent	Singleplayer	15 Sep, 2021	Gas Station Simulator
App_2678990	2678990	50	750.0	97.35	6746	97.35	6746	95.0	40	0	mainstream_quality|very_high_rating		28 Feb, 2024	Minami Lane
