App_503580	503580	40	3120.0	85.11	1605	85.11	1605	91.67	48	1	strong_fit	Horror|Action|Adventure	14 Sep, 2017	Duck Season
App_1864880	1864880	40	3600.0	84.31	771	84.31	771	83.78	37	1	recent_fit	Open World	16 Sep, 2025	Roman Triumph: Survival City Builder
App_2530490	2530490	40	3900.0	82.14	1394	82.14	1394	76.0	75	1	recent_fit	JRPG	9 Oct, 2025	Lost Eidolons: Veil of the Witch
App_2441700	2441700	37	4491.0	97.14	2933	97.14	2933	96.53	288	1	strong_fit	Action-Adventure|Action	25 Jan, 2024	UNDERDOGS
App_3534240	3534240	35	578.0	75.26	1431	75.26	1431	81.91	680	1	recent_fit	Horror	16 Apr, 2025	Uncanny Tales: Cold Road
App_1637730	1637730	35	1462.0	92.01	2592	92.01	2592	80.0	10	1	strong_fit	RPG|Adventure|JRPG	31 Mar, 2022	Crystal Project
App_1876930	1876930	35	3250.0	89.83	1003	89.83	1003	89.92	129	1	recent_fit	Story Rich	15 Jul, 2025	Saloon Simulator
App_2401230	2401230	35	3380.0	91.4	1093	91.4	1093	91.67	120	1	recent_fit	Action|Narrative	12 Dec, 2024	Clone Drone in the Hyperdome
App_1211020	1211020	35	4160.0	97.23	35995	97.23	35995	94.69	433	1	strong_fit	Adventure|Open World	18 Sep, 2025	Wobbly Life
App_4570	4570	34	2706.0	94.6	11942	94.6	11942	94.07	1366	1	very_high_rating	Sci-fi|Singleplayer	7 Aug, 2007	Warhammer 40,000: Dawn of War - Anniversary Edition (Classic)
App_2698470	2698470	33	2412.0	95.08	1709	95.08	1709	87.5	8	1	recent_fit	Adventure|Emotional	3 Sep, 2025	Kemono Teatime
App_2317640	2317640	33	2747.0	87.9	1306	87.9	1306	82.35	85	1	recent_fit	Exploration|Souls-like	25 May, 2026	JUMP KING QUEST
App_913550	913550	30	875.0	94.99	3015	94.99	3015	58.33	12	1	very_high_rating	Action|Action-Adventure|Adventure	15 Nov, 2019	I wanna be the Creator
App_2891020	2891020	30	2030.0	96.55	1857	96.55	1857	94.51	164	1	recent_fit	Story Rich	13 Oct, 2025	Undusted: Letters from the Past
